Date,Adj Close
2000-01-04,5.107934474945068
2000-01-05,4.720968723297119
2000-01-06,4.566183090209961
2000-01-07,4.669373512268066
2000-01-10,4.772563934326172
2000-01-11,4.720968723297119
2000-01-12,4.720968723297119
2000-01-13,4.695170879364014
2000-01-14,4.746767044067383
2000-01-17,4.695170879364014
2000-01-18,4.591980457305908
2000-01-19,4.4887895584106445
2000-01-20,4.411397457122803
2000-01-21,4.385599613189697
2000-01-24,4.4887895584106445
2000-01-25,4.437195777893066
2000-01-26,4.462992668151856
2000-01-27,4.35980224609375
2000-01-28,4.411397457122803
2000-01-31,4.101824760437012
2000-02-01,4.153420448303223
2000-02-02,4.205016613006592
2000-02-03,4.17921781539917
2000-02-08,4.153420448303223
2000-02-09,4.17921781539917
2000-02-10,4.12762451171875
2000-02-11,4.282409191131592
2000-02-14,4.2566118240356445
2000-02-15,4.411397457122803
2000-02-16,4.540386199951172
2000-02-17,4.591980457305908
2000-02-18,4.566183090209961
2000-02-21,4.308207035064697
2000-02-22,4.334005355834961
2000-02-23,4.308207035064697
2000-02-24,4.35980224609375
2000-02-25,4.230813980102539
2000-02-28,4.153420448303223
2000-02-29,4.17921781539917
2000-03-01,4.12762451171875
2000-03-02,4.076028347015381
2000-03-03,4.12762451171875
2000-03-06,4.12762451171875
2000-03-07,4.153420448303223
2000-03-08,4.12762451171875
2000-03-09,4.12762451171875
2000-03-10,4.076028347015381
2000-03-13,4.02443265914917
2000-03-14,4.02443265914917
2000-03-15,4.076028347015381
2000-03-16,4.02443265914917
2000-03-17,4.153420448303223
2000-03-20,4.153420448303223
2000-03-21,4.12762451171875
2000-03-22,4.230813980102539
2000-03-23,4.230813980102539
2000-03-24,4.282409191131592
2000-03-27,4.4887895584106445
2000-03-28,4.4887895584106445
2000-03-29,4.4887895584106445
2000-03-30,4.591980457305908
2000-03-31,4.35980224609375
2000-04-03,4.514588356018066
2000-04-05,4.540386199951172
2000-04-06,4.462992668151856
2000-04-07,4.385599613189697
2000-04-10,4.411397457122803
2000-04-11,4.35980224609375
2000-04-12,4.437195777893066
2000-04-13,4.2566118240356445
2000-04-14,4.385599613189697
2000-04-17,4.230813980102539
2000-04-18,4.35980224609375
2000-04-19,4.334005355834961
2000-04-20,4.334005355834961
2000-04-25,4.514588356018066
2000-04-26,4.591980457305908
2000-04-27,4.540386199951172
2000-04-28,4.514588356018066
2000-05-02,4.35980224609375
2000-05-03,4.437195777893066
2000-05-04,4.385599613189697
2000-05-05,4.385599613189697
2000-05-08,4.2566118240356445
2000-05-10,4.12762451171875
2000-05-12,4.308207035064697
2000-05-15,4.2566118240356445
2000-05-16,4.334005355834961
2000-05-17,4.334005355834961
2000-05-18,4.308207035064697
2000-05-19,4.385599613189697
2000-05-22,4.35980224609375
2000-05-23,4.385599613189697
2000-05-24,4.35980224609375
2000-05-25,4.385599613189697
2000-05-26,4.153420448303223
2000-05-29,4.02443265914917
2000-05-31,4.462992668151856
2000-06-01,4.282409191131592
2000-06-02,4.17921781539917
2000-06-05,4.205016613006592
2000-06-07,4.282409191131592
2000-06-08,4.334005355834961
2000-06-09,4.334005355834961
2000-06-12,4.282409191131592
2000-06-13,4.282409191131592
2000-06-14,4.308207035064697
2000-06-15,4.385599613189697
2000-06-16,4.462992668151856
2000-06-19,4.462992668151856
2000-06-20,4.385599613189697
2000-06-21,4.411397457122803
2000-06-22,4.437195777893066
2000-06-23,4.411397457122803
2000-06-26,4.411397457122803
2000-06-27,4.437195777893066
2000-06-28,4.385599613189697
2000-06-29,4.230813980102539
2000-06-30,4.205016613006592
2000-07-03,4.334005355834961
2000-07-04,4.35980224609375
2000-07-05,4.385599613189697
2000-07-06,4.35980224609375
2000-07-07,4.591980457305908
2000-07-10,5.314314365386963
2000-07-11,5.340112209320068
2000-07-12,5.211123943328857
2000-07-13,5.107934474945068
2000-07-14,4.901552677154541
2000-07-17,5.030539989471436
2000-07-18,4.798362255096436
2000-07-19,4.798362255096436
2000-07-20,5.030539989471436
2000-07-21,5.133731842041016
2000-07-24,5.107934474945068
2000-07-25,5.236920833587647
2000-07-26,5.236920833587647
2000-07-27,5.159528732299805
2000-07-28,5.211123943328857
2000-07-31,5.082136154174805
2000-08-01,5.185327529907227
2000-08-02,5.185327529907227
2000-08-03,5.159528732299805
2000-08-04,5.211123943328857
2000-08-07,5.236920833587647
2000-08-08,5.365910053253174
2000-08-09,5.340112209320068
2000-08-10,5.365910053253174
2000-08-11,5.365910053253174
