,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
1990-07-12,,2.2850325107574463,0.5578534007072449,9.526599884033203,,4.895824909210205,1.055556058883667,22.5,,4.937910079956055,1.055556058883667,22.5625,,4.825684070587158,1.013888955116272,22.3125,,4.923882007598877,1.013888955116272,22.375,,6711504,21600,2215600
1990-07-13,,2.2850325107574463,0.5688635110855103,9.553062438964844,,4.895824909210205,1.076388955116272,22.5625,,4.97999382019043,1.0833330154418945,22.6875,,4.881796836853027,1.0625,22.40625,,4.923882007598877,1.0625,22.53125,,7777218,48600,2277600
1990-07-16,,2.3243160247802734,0.5872141122817993,9.51336669921875,,4.97999382019043,1.111111044883728,22.46875,,5.022078990936279,1.111111044883728,22.5625,,4.881796836853027,1.0902780294418335,22.40625,,4.909852981567383,1.0902780294418335,22.5625,,6160826,45000,1213600
1990-07-17,,2.3505051136016846,0.5651927590370178,9.553062438964844,,5.036107063293457,1.069443941116333,22.5625,,5.120275974273682,1.0972219705581665,22.5625,,5.008049964904785,1.069443941116333,22.375,,5.050135135650635,1.0972219705581665,22.5,,8214731,48600,1524800
1990-07-18,,2.3308634757995605,0.5578534007072449,9.500140190124512,,4.994021892547607,1.055556058883667,22.4375,,4.994021892547607,1.055556058883667,22.5,,4.895824909210205,1.055556058883667,22.34375,,4.96596622467041,1.055556058883667,22.4375,,5657374,435600,1753200
1990-07-19,,2.3243160247802734,0.5578534007072449,9.526599884033203,,4.97999382019043,1.055556058883667,22.5,,4.994021892547607,1.055556058883667,22.5,,4.909852981567383,1.055556058883667,22.375,,4.96596622467041,1.055556058883667,22.4375,,3877916,0,1790800
1990-07-20,,2.3308634757995605,0.5651927590370178,9.500140190124512,,4.994021892547607,1.069443941116333,22.4375,,5.050135135650635,1.069443941116333,22.6875,,4.951938152313232,1.069443941116333,22.40625,,4.951938152313232,1.069443941116333,22.5,,4171077,18000,3398800
1990-07-23,,2.2850325107574463,0.5688635110855103,9.42074966430664,,4.895824909210205,1.076388955116272,22.25,,4.96596622467041,1.0902780294418335,22.40625,,4.685402870178223,1.0625,21.875,,4.96596622467041,1.069443941116333,22.40625,,8558682,86400,2585200
1990-07-24,,2.2392001152038574,0.5578534007072449,9.553062438964844,,4.797627925872803,1.055556058883667,22.5625,,4.923882007598877,1.069443941116333,22.5625,,4.727487087249756,1.055556058883667,22.125,,4.923882007598877,1.069443941116333,22.28125,,7239015,18000,2229600
1990-07-25,,2.2784833908081055,0.5452423095703125,9.619218826293945,,4.881796836853027,1.0208330154418945,22.71875,,4.895824909210205,1.0277780294418335,22.84375,,4.755544185638428,1.0208330154418945,22.46875,,4.769571781158447,1.0277780294418335,22.5625,,5547773,27000,1448400
1990-07-26,,2.2522943019866943,0.5563696622848511,9.605987548828125,,4.825684070587158,1.0416669845581055,22.6875,,4.85374116897583,1.0416669845581055,22.71875,,4.783599853515625,1.0277780294418335,22.5,,4.825684070587158,1.0277780294418335,22.6875,,5319660,28800,1818800
1990-07-27,,2.2392001152038574,0.5526602268218994,9.500140190124512,,4.797627925872803,1.0347219705581665,22.4375,,4.839713096618652,1.0347219705581665,22.65625,,4.755544185638428,1.0347219705581665,22.40625,,4.839713096618652,1.0347219705581665,22.625,,2993979,63000,1240400
1990-07-30,,2.213009834289551,0.5452423095703125,9.539830207824707,,4.74151611328125,1.0208330154418945,22.53125,,4.797627925872803,1.0208330154418945,22.59375,,4.713459014892578,1.0208330154418945,22.09375,,4.727487087249756,1.0208330154418945,22.125,,5055905,18000,1789200
1990-07-31,,2.2784833908081055,0.5415329933166504,9.56629753112793,,4.881796836853027,1.013888955116272,22.59375,,4.881796836853027,1.0277780294418335,22.78125,,4.755544185638428,1.013888955116272,22.5,,4.769571781158447,1.0208330154418945,22.625,,6311416,77400,1614400
1990-08-01,,2.2522943019866943,0.5378236770629883,9.632448196411133,,4.825684070587158,1.006943941116333,22.75,,4.895824909210205,1.006943941116333,22.8125,,4.797627925872803,1.006943941116333,22.5,,4.85374116897583,1.006943941116333,22.625,,6428145,12600,1233600
1990-08-02,,2.173726797103882,0.5304061770439148,9.42074966430664,,4.657347202301025,0.9930559992790222,22.25,,4.769571781158447,0.9930559992790222,22.5,,4.615262031555176,0.9930559992790222,22.125,,4.755544185638428,0.9930559992790222,22.5,,4708389,9000,2777600
1990-08-03,,2.1213481426239014,0.5266964435577393,9.116424560546875,,4.545121192932129,0.9861109852790833,21.53125,,4.601233959197998,1.0,22.1875,,4.390811920166016,0.9861109852790833,20.875,,4.573177814483643,0.9930559992790222,22.1875,,12947179,30600,4459600
1990-08-06,,2.0034942626953125,0.5044414401054382,8.666560173034668,,4.292614936828613,0.9444440007209778,20.46875,,4.362754821777344,0.9722219705581665,20.78125,,4.236502170562744,0.9444440007209778,20.4375,,4.292614936828613,0.9722219705581665,20.5,,14241897,30600,3532400
1990-08-07,,2.0820629596710205,0.4858960509300232,8.785643577575684,,4.460951805114746,0.9097219705581665,20.75,,4.460951805114746,0.9305559992790222,20.875,,4.320671081542969,0.9097219705581665,20.53125,,4.376783847808838,0.9305559992790222,20.78125,,10449523,46800,2956400
1990-08-08,,2.1213481426239014,0.49331435561180115,8.891487121582031,,4.545121192932129,0.9236109852790833,21.0,,4.615262031555176,0.9236109852790833,21.125,,4.503036975860596,0.9166669845581055,20.78125,,4.545121192932129,0.9166669845581055,20.8125,,6809521,21600,1386800
1990-08-09,,2.1540844440460205,0.49331435561180115,8.878259658813477,,4.615262031555176,0.9236109852790833,20.96875,,4.6292901039123535,0.9236109852790833,21.09375,,4.531093120574951,0.9236109852790833,20.875,,4.559150218963623,0.9236109852790833,20.96875,,5197584,0,1336400
1990-08-10,,2.1082510948181152,0.49331435561180115,8.812104225158691,,4.517065048217773,0.9236109852790833,20.8125,,4.601233959197998,0.9236109852790833,21.03125,,4.460951805114746,0.9236109852790833,20.65625,,4.601233959197998,0.9236109852790833,20.96875,,4598788,18000,1219200
1990-08-13,,2.167178153991699,0.49331435561180115,8.865029335021973,,4.643318176269531,0.9236109852790833,20.9375,,4.643318176269531,0.9236109852790833,21.0,,4.446924209594727,0.9236109852790833,20.5625,,4.489008903503418,0.9236109852790833,20.6875,,4044545,0,1286800
1990-08-14,,2.1868205070495605,0.49331435561180115,8.878259658813477,,4.685402870178223,0.9236109852790833,20.96875,,4.713459014892578,0.9236109852790833,21.15625,,4.6292901039123535,0.9236109852790833,20.84375,,4.671374797821045,0.9236109852790833,20.875,,4088208,18000,1108800
1990-08-15,,2.1540844440460205,0.4747689664363861,8.984113693237305,,4.615262031555176,0.8888890147209167,21.21875,,4.74151611328125,0.9097219705581665,21.28125,,4.573177814483643,0.8888890147209167,21.03125,,4.713459014892578,0.9097219705581665,21.125,,8015132,70200,2148000
1990-08-16,,2.095158576965332,0.47105950117111206,8.785643577575684,,4.489008903503418,0.8819440007209778,20.75,,4.58720588684082,0.8888890147209167,21.15625,,4.489008903503418,0.8819440007209778,20.75,,4.517065048217773,0.8888890147209167,21.0625,,9600338,19800,1560400
1990-08-17,,2.1017038822174072,0.4562232494354248,8.719487190246582,,4.503036975860596,0.8541669845581055,20.59375,,4.503036975860596,0.8819440007209778,20.625,,4.390811920166016,0.8541669845581055,20.25,,4.404839992523193,0.8819440007209778,20.625,,6808630,46800,5557600
1990-08-20,,2.0558741092681885,0.44880497455596924,8.730700492858887,,4.404839992523193,0.8402780294418335,20.4375,,4.517065048217773,0.8402780294418335,20.53125,,4.390811920166016,0.8402780294418335,20.25,,4.503036975860596,0.8402780294418335,20.375,,5218969,36000,1481200
1990-08-21,,1.9969466924667358,0.43396827578544617,8.677299499511719,,4.2785868644714355,0.8125,20.3125,,4.320671081542969,0.8263890147209167,20.53125,,4.138305187225342,0.8125,19.8125,,4.292614936828613,0.8263890147209167,20.25,,8787686,27000,2946000
1990-08-22,,1.9052841663360596,0.4265497326850891,8.450352668762207,,4.0821919441223145,0.7986109852790833,19.78125,,4.306643009185791,0.8125,20.3125,,4.0821919441223145,0.7986109852790833,19.78125,,4.292614936828613,0.8125,20.21875,,6227655,34200,1933200
1990-08-23,,1.8725477457046509,0.41171327233314514,8.276808738708496,,4.012052059173584,0.7708330154418945,19.375,,4.0821919441223145,0.7847219705581665,19.625,,3.871769905090332,0.7708330154418945,19.3125,,3.9278829097747803,0.7847219705581665,19.375,,10713278,10800,2712400
1990-08-24,,1.951115369796753,0.42284125089645386,8.34355640411377,,4.180388927459717,0.7916669845581055,19.53125,,4.194417953491211,0.7916669845581055,19.65625,,4.054135799407959,0.7638890147209167,19.34375,,4.124277114868164,0.7708330154418945,19.5,,9218962,795600,2159600
1990-08-27,,2.0558741092681885,0.437677264213562,8.463706970214844,,4.404839992523193,0.8194440007209778,19.8125,,4.432896137237549,0.8194440007209778,20.25,,4.320671081542969,0.7986109852790833,19.71875,,4.348727226257324,0.7986109852790833,20.0,,7784347,30600,1843200
1990-08-28,,2.1082510948181152,0.43025949597358704,8.463706970214844,,4.517065048217773,0.8055559992790222,19.8125,,4.517065048217773,0.8194440007209778,19.90625,,4.404839992523193,0.8055559992790222,19.6875,,4.432896137237549,0.8194440007209778,19.84375,,5842715,1011600,1206400
1990-08-29,,2.134441375732422,0.4413863718509674,8.530449867248535,,4.573177814483643,0.8263890147209167,19.96875,,4.615262031555176,0.8263890147209167,20.1875,,4.432896137237549,0.8263890147209167,19.75,,4.432896137237549,0.8263890147209167,19.8125,,7484058,18000,1312800
1990-08-30,,2.1017038822174072,0.4413863718509674,8.383605003356934,,4.503036975860596,0.8263890147209167,19.625,,4.6292901039123535,0.8263890147209167,19.9375,,4.460951805114746,0.8263890147209167,19.53125,,4.58720588684082,0.8263890147209167,19.90625,,7508116,0,1000800
1990-08-31,,2.095158576965332,0.44509556889533997,8.41030216217041,,4.489008903503418,0.8333330154418945,19.6875,,4.517065048217773,0.8333330154418945,19.8125,,4.362754821777344,0.8333330154418945,19.5,,4.517065048217773,0.8333330154418945,19.625,,2616168,1800,717200
1990-09-04,,2.095158576965332,0.44509556889533997,8.330206871032715,,4.489008903503418,0.8333330154418945,19.5,,4.503036975860596,0.8333330154418945,19.5625,,4.390811920166016,0.8333330154418945,19.34375,,4.404839992523193,0.8333330154418945,19.5625,,4850960,0,1447600
1990-09-05,,2.1213481426239014,0.44509556889533997,8.41030216217041,,4.545121192932129,0.8333330154418945,19.6875,,4.559150218963623,0.8333330154418945,19.71875,,4.404839992523193,0.8333330154418945,19.1875,,4.489008903503418,0.8333330154418945,19.40625,,6417452,0,1531200
1990-09-06,,2.0624213218688965,0.44509556889533997,8.330206871032715,,4.418868064880371,0.8333330154418945,19.5,,4.545121192932129,0.8402780294418335,19.6875,,4.404839992523193,0.8333330154418945,19.3125,,4.545121192932129,0.8333330154418945,19.6875,,4916898,23400,1158400
1990-09-07,,2.134441375732422,0.45251405239105225,8.330206871032715,,4.573177814483643,0.8472219705581665,19.5,,4.58720588684082,0.8541669845581055,19.6875,,4.390811920166016,0.8472219705581665,19.375,,4.390811920166016,0.8472219705581665,19.375,,5384708,46800,1040400
1990-09-10,,2.1213481426239014,0.46735045313835144,8.35690975189209,,4.545121192932129,0.875,19.5625,,4.657347202301025,0.875,19.875,,4.517065048217773,0.8541669845581055,19.4375,,4.6292901039123535,0.8541669845581055,19.875,,4721755,19800,1050400
1990-09-11,,2.1213481426239014,0.4636416733264923,8.35690975189209,,4.545121192932129,0.8680559992790222,19.5625,,4.601233959197998,0.8680559992790222,19.6875,,4.517065048217773,0.8680559992790222,19.40625,,4.559150218963623,0.8680559992790222,19.625,,3714851,14400,803600
1990-09-12,,2.134441375732422,0.4636416733264923,8.396957397460938,,4.573177814483643,0.8680559992790222,19.65625,,4.601233959197998,0.8680559992790222,19.65625,,4.503036975860596,0.8680559992790222,19.4375,,4.601233959197998,0.8680559992790222,19.53125,,5356194,0,1180000
1990-09-13,,2.1082510948181152,0.4636416733264923,8.276808738708496,,4.517065048217773,0.8680559992790222,19.375,,4.601233959197998,0.8680559992790222,19.65625,,4.47498083114624,0.8680559992790222,19.3125,,4.573177814483643,0.8680559992790222,19.59375,,5536189,0,1105600
1990-09-14,,2.1082510948181152,0.4636416733264923,8.236759185791016,,4.517065048217773,0.8680559992790222,19.28125,,4.517065048217773,0.8680559992790222,19.375,,4.404839992523193,0.8680559992790222,19.25,,4.460951805114746,0.8680559992790222,19.34375,,4318994,0,969200
1990-09-17,,2.1148016452789307,0.4562232494354248,8.34355640411377,,4.531093120574951,0.8541669845581055,19.53125,,4.601233959197998,0.8541669845581055,19.625,,4.446924209594727,0.8541669845581055,19.1875,,4.460951805114746,0.8541669845581055,19.21875,,5093329,18000,1457200
1990-09-18,,2.1802730560302734,0.4562232494354248,8.437004089355469,,4.671374797821045,0.8541669845581055,19.75,,4.685402870178223,0.8541669845581055,19.75,,4.503036975860596,0.8541669845581055,19.28125,,4.517065048217773,0.8541669845581055,19.34375,,7566036,0,1605600
1990-09-19,,2.1540844440460205,0.45251405239105225,8.490403175354004,,4.615262031555176,0.8472219705581665,19.875,,4.713459014892578,0.8472219705581665,20.0625,,4.559150218963623,0.8472219705581665,19.65625,,4.713459014892578,0.8472219705581665,19.84375,,7000209,3600,1524800
1990-09-20,,2.0755159854888916,0.45251405239105225,8.31686019897461,,4.446924209594727,0.8472219705581665,19.46875,,4.517065048217773,0.8472219705581665,19.78125,,4.432896137237549,0.8472219705581665,19.40625,,4.489008903503418,0.8472219705581665,19.78125,,9550438,0,1224000
1990-09-21,,2.02968430519104,0.44509556889533997,8.34355640411377,,4.348727226257324,0.8333330154418945,19.53125,,4.432896137237549,0.8333330154418945,19.625,,4.264557838439941,0.8333330154418945,19.40625,,4.390811920166016,0.8333330154418945,19.40625,,11298708,3600,2821200
1990-09-24,,2.016589879989624,0.43396827578544617,8.103263854980469,,4.320671081542969,0.8125,18.96875,,4.362754821777344,0.8194440007209778,19.4375,,4.250529766082764,0.8125,18.9375,,4.264557838439941,0.8194440007209778,19.4375,,6852292,10800,2128000
1990-09-25,,2.0755159854888916,0.43396827578544617,8.34355640411377,,4.446924209594727,0.8125,19.53125,,4.446924209594727,0.8125,19.53125,,4.2785868644714355,0.8125,19.03125,,4.320671081542969,0.8125,19.0625,,6530618,0,1850000
1990-09-26,,2.036231279373169,0.4265497326850891,8.330206871032715,,4.362754821777344,0.7986109852790833,19.5,,4.460951805114746,0.8055559992790222,19.59375,,4.292614936828613,0.7986109852790833,19.125,,4.460951805114746,0.8055559992790222,19.5,,5455102,5400,1286400
1990-09-27,,1.9903994798660278,0.42284125089645386,8.263459205627441,,4.264557838439941,0.7916669845581055,19.34375,,4.418868064880371,0.7916669845581055,19.78125,,4.250529766082764,0.7916669845581055,19.1875,,4.418868064880371,0.7916669845581055,19.75,,7141888,9000,1784400
1990-09-28,,2.0493264198303223,0.41542282700538635,8.236759185791016,,4.390811920166016,0.7777780294418335,19.28125,,4.390811920166016,0.7777780294418335,19.34375,,4.166360855102539,0.7777780294418335,19.0,,4.180388927459717,0.7777780294418335,19.0,,7936719,12600,2525600
1990-10-01,,2.173726797103882,0.41913139820098877,8.490403175354004,,4.657347202301025,0.7847219705581665,19.875,,4.685402870178223,0.7847219705581665,19.96875,,4.446924209594727,0.7847219705581665,19.40625,,4.489008903503418,0.7847219705581665,19.46875,,13466670,106200,3194800
1990-10-02,,2.1802730560302734,0.41913139820098877,8.41030216217041,,4.671374797821045,0.7847219705581665,19.6875,,4.769571781158447,0.8055559992790222,20.09375,,4.643318176269531,0.7847219705581665,19.65625,,4.685402870178223,0.7847219705581665,19.90625,,7537521,165600,1936000
1990-10-03,,2.160630464553833,0.41913139820098877,8.35690975189209,,4.6292901039123535,0.7847219705581665,19.5625,,4.713459014892578,0.7916669845581055,19.75,,4.615262031555176,0.7847219705581665,19.4375,,4.685402870178223,0.7847219705581665,19.75,,6001325,9000,1020000
1990-10-04,,2.127894878387451,0.41913139820098877,8.383605003356934,,4.559150218963623,0.7847219705581665,19.625,,4.685402870178223,0.7847219705581665,19.71875,,4.559150218963623,0.7847219705581665,19.5,,4.6292901039123535,0.7847219705581665,19.625,,5717075,0,1463200
1990-10-05,,2.1148016452789307,0.41913139820098877,8.370253562927246,,4.531093120574951,0.7847219705581665,19.59375,,4.573177814483643,0.7847219705581665,19.75,,4.390811920166016,0.7847219705581665,19.34375,,4.404839992523193,0.7847219705581665,19.46875,,8932930,3600,1879600
1990-10-08,,2.167178153991699,0.41542282700538635,8.35690975189209,,4.643318176269531,0.7777780294418335,19.5625,,4.657347202301025,0.7847219705581665,19.78125,,4.573177814483643,0.7777780294418335,19.53125,,4.615262031555176,0.7847219705581665,19.59375,,4279787,3600,1813600
1990-10-09,,2.1190061569213867,0.41542282700538635,8.129960060119629,,4.517065048217773,0.7777780294418335,19.03125,,4.58720588684082,0.7777780294418335,19.46875,,4.489008903503418,0.7777780294418335,19.03125,,4.545121192932129,0.7777780294418335,19.375,,6408542,1800,1854000
1990-10-10,,2.1058461666107178,0.41542282700538635,8.103263854980469,,4.489008903503418,0.7777780294418335,18.96875,,4.601233959197998,0.7777780294418335,19.3125,,4.460951805114746,0.7777780294418335,18.8125,,4.489008903503418,0.7777780294418335,19.03125,,5921129,45000,2471200
1990-10-11,,2.1058461666107178,0.4005860388278961,7.876317501068115,,4.489008903503418,0.75,18.4375,,4.545121192932129,0.7777780294418335,19.03125,,4.418868064880371,0.75,18.40625,,4.517065048217773,0.7777780294418335,18.90625,,7918897,1038600,3620000
1990-10-12,,2.1321702003479004,0.40429484844207764,7.96976900100708,,4.545121192932129,0.7569440007209778,18.65625,,4.573177814483643,0.7569440007209778,18.84375,,4.489008903503418,0.7569440007209778,18.40625,,4.559150218963623,0.7569440007209778,18.65625,,5081745,9000,2362800
1990-10-15,,2.165072202682495,0.41542282700538635,8.076563835144043,,4.615262031555176,0.7777780294418335,18.90625,,4.671374797821045,0.7847219705581665,19.03125,,4.503036975860596,0.7708330154418945,18.5625,,4.573177814483643,0.7708330154418945,18.75,,6797937,61200,1673600
1990-10-16,,2.138749837875366,0.4413863718509674,7.983112812042236,,4.559150218963623,0.8263890147209167,18.6875,,4.643318176269531,0.8263890147209167,19.03125,,4.517065048217773,0.7916669845581055,18.625,,4.601233959197998,0.7916669845581055,18.9375,,4876800,41400,1383600
1990-10-17,,2.1519124507904053,0.45251405239105225,8.023163795471191,,4.58720588684082,0.8472219705581665,18.78125,,4.671374797821045,0.8541669845581055,19.0625,,4.517065048217773,0.8402780294418335,18.5625,,4.531093120574951,0.8402780294418335,18.5625,,4653143,16200,1426000
1990-10-18,,2.2506227493286133,0.45251405239105225,8.143311500549316,,4.797627925872803,0.8472219705581665,19.0625,,4.797627925872803,0.8472219705581665,19.15625,,4.601233959197998,0.8472219705581665,18.90625,,4.601233959197998,0.8472219705581665,19.0,,6764968,1800,1696000
1990-10-19,,2.2769463062286377,0.45251405239105225,8.543804168701172,,4.85374116897583,0.8472219705581665,20.0,,4.895824909210205,0.8472219705581665,20.0,,4.825684070587158,0.8472219705581665,19.375,,4.881796836853027,0.8472219705581665,19.375,,9603011,21600,4537600
1990-10-22,,2.3493335247039795,0.45251405239105225,8.423653602600098,,5.008049964904785,0.8472219705581665,19.71875,,5.008049964904785,0.8472219705581665,20.0,,4.825684070587158,0.8472219705581665,19.71875,,4.825684070587158,0.8472219705581665,19.90625,,6467352,23400,3486400
1990-10-23,,2.2966885566711426,0.4636416733264923,8.290160179138184,,4.895824909210205,0.8680559992790222,19.40625,,5.008049964904785,0.8680559992790222,19.59375,,4.881796836853027,0.8541669845581055,19.40625,,5.008049964904785,0.8541669845581055,19.59375,,6652694,43200,2646400
1990-10-24,,2.2966885566711426,0.4636416733264923,8.35690975189209,,4.895824909210205,0.8680559992790222,19.5625,,4.895824909210205,0.8680559992790222,19.625,,4.8116559982299805,0.8680559992790222,19.25,,4.85374116897583,0.8680559992790222,19.40625,,3323674,9000,1458800
1990-10-25,,2.2966885566711426,0.46213844418525696,8.423653602600098,,4.895824909210205,0.8541669845581055,19.71875,,4.951938152313232,0.8541669845581055,19.71875,,4.825684070587158,0.8541669845581055,19.28125,,4.895824909210205,0.8541669845581055,19.53125,,3707723,90000,2448400
1990-10-26,,2.2572038173675537,0.46213844418525696,8.34355640411377,,4.8116559982299805,0.8541669845581055,19.53125,,4.895824909210205,0.8541669845581055,19.625,,4.8116559982299805,0.8541669845581055,19.5,,4.825684070587158,0.8541669845581055,19.625,,3865441,0,1530800
1990-10-29,,2.17165207862854,0.4583810269832611,8.31686019897461,,4.6292901039123535,0.8472219705581665,19.46875,,4.8116559982299805,0.8472219705581665,19.71875,,4.601233959197998,0.8402780294418335,19.34375,,4.797627925872803,0.8472219705581665,19.46875,,6037859,106200,1784000
1990-10-30,,2.1584908962249756,0.4508666694164276,8.490403175354004,,4.601233959197998,0.8333330154418945,19.875,,4.615262031555176,0.8402780294418335,19.875,,4.489008903503418,0.8333330154418945,19.34375,,4.601233959197998,0.8402780294418335,19.5625,,7116048,36000,1958400
1990-10-31,,2.1584908962249756,0.4433518946170807,8.437004089355469,,4.601233959197998,0.8194440007209778,19.75,,4.6292901039123535,0.8263890147209167,19.96875,,4.517065048217773,0.8194440007209778,19.59375,,4.615262031555176,0.8263890147209167,19.96875,,3326347,36000,1085600
1990-11-01,,2.138749837875366,0.43583807349205017,8.41030216217041,,4.559150218963623,0.8055559992790222,19.6875,,4.573177814483643,0.8055559992790222,19.84375,,4.404839992523193,0.7916669845581055,19.53125,,4.573177814483643,0.8055559992790222,19.75,,8387598,73800,1668400
1990-11-02,,2.138749837875366,0.43583807349205017,8.530449867248535,,4.559150218963623,0.8055559992790222,19.96875,,4.6292901039123535,0.8055559992790222,19.96875,,4.545121192932129,0.8055559992790222,19.65625,,4.545121192932129,0.8055559992790222,19.71875,,5455993,0,1310400
1990-11-05,,2.1584908962249756,0.43959498405456543,8.677299499511719,,4.601233959197998,0.8125,20.3125,,4.615262031555176,0.8125,20.34375,,4.559150218963623,0.7986109852790833,19.96875,,4.601233959197998,0.8055559992790222,20.0625,,7041198,48600,2079200
1990-11-06,,2.138749837875366,0.43959498405456543,8.543804168701172,,4.559150218963623,0.8125,20.0,,4.58720588684082,0.8194440007209778,20.3125,,4.545121192932129,0.8125,20.0,,4.58720588684082,0.8125,20.3125,,4286915,16200,1736800
1990-11-07,,2.112426280975342,0.43583807349205017,8.423653602600098,,4.503036975860596,0.8055559992790222,19.71875,,4.573177814483643,0.8055559992790222,20.09375,,4.47498083114624,0.8055559992790222,19.71875,,4.573177814483643,0.8055559992790222,20.03125,,5397183,21600,1736800
1990-11-08,,2.138749837875366,0.43583807349205017,8.437004089355469,,4.559150218963623,0.8055559992790222,19.75,,4.573177814483643,0.8055559992790222,20.0625,,4.489008903503418,0.8055559992790222,19.71875,,4.489008903503418,0.8055559992790222,19.71875,,3382484,7200,1796800
1990-11-09,,2.17165207862854,0.4433518946170807,8.463706970214844,,4.6292901039123535,0.8194440007209778,19.8125,,4.643318176269531,0.8194440007209778,19.875,,4.559150218963623,0.8055559992790222,19.6875,,4.573177814483643,0.8055559992790222,19.78125,,9767858,64800,2515200
1990-11-12,,2.224299430847168,0.4433518946170807,8.557151794433594,,4.74151611328125,0.8194440007209778,20.03125,,4.755544185638428,0.8194440007209778,20.0625,,4.685402870178223,0.8194440007209778,19.84375,,4.685402870178223,0.8194440007209778,19.84375,,10746248,0,2252800
1990-11-13,,2.217719554901123,0.4508666694164276,8.490403175354004,,4.727487087249756,0.8333330154418945,19.875,,4.769571781158447,0.8333330154418945,20.03125,,4.713459014892578,0.8333330154418945,19.8125,,4.74151611328125,0.8333330154418945,20.0,,5220752,18000,1563600
1990-11-14,,2.2572038173675537,0.4546240270137787,8.597201347351074,,4.8116559982299805,0.8402780294418335,20.125,,4.825684070587158,0.8402780294418335,20.125,,4.671374797821045,0.8402780294418335,19.78125,,4.713459014892578,0.8402780294418335,19.8125,,7410099,5400,1155600
1990-11-15,,2.263784170150757,0.4583810269832611,8.570504188537598,,4.825684070587158,0.8472219705581665,20.0625,,4.85374116897583,0.8472219705581665,20.1875,,4.74151611328125,0.8402780294418335,19.96875,,4.769571781158447,0.8402780294418335,20.0,,5691234,7200,2793200
1990-11-16,,2.224299430847168,0.4583810269832611,8.662651062011719,,4.74151611328125,0.8472219705581665,20.09375,,4.839713096618652,0.8472219705581665,20.125,,4.74151611328125,0.8472219705581665,19.96875,,4.8116559982299805,0.8472219705581665,20.0625,,4958778,0,3246400
1990-11-19,,2.224299430847168,0.4583810269832611,8.662651062011719,,4.74151611328125,0.8472219705581665,20.09375,,4.797627925872803,0.8472219705581665,20.3125,,4.74151611328125,0.8472219705581665,20.09375,,4.797627925872803,0.8472219705581665,20.25,,4038308,0,1707600
1990-11-20,,2.197977304458618,0.46213844418525696,8.689597129821777,,4.685402870178223,0.8541669845581055,20.15625,,4.783599853515625,0.8611109852790833,20.28125,,4.685402870178223,0.8472219705581665,20.125,,4.755544185638428,0.8472219705581665,20.15625,,4485623,30600,1393200
1990-11-21,,2.230881929397583,0.4583810269832611,8.770426750183105,,4.755544185638428,0.8472219705581665,20.34375,,4.769571781158447,0.8472219705581665,20.40625,,4.671374797821045,0.8472219705581665,20.0625,,4.685402870178223,0.8472219705581665,20.09375,,3467135,1800,1896800
1990-11-23,,2.230881929397583,0.4546240270137787,8.689597129821777,,4.755544185638428,0.8402780294418335,20.15625,,4.769571781158447,0.8402780294418335,20.4375,,4.685402870178223,0.8402780294418335,20.15625,,4.727487087249756,0.8402780294418335,20.34375,,1554909,9000,520800
1990-11-26,,2.217719554901123,0.4508666694164276,8.730012893676758,,4.727487087249756,0.8333330154418945,20.25,,4.74151611328125,0.8472219705581665,20.25,,4.6292901039123535,0.8333330154418945,20.0625,,4.727487087249756,0.8402780294418335,20.09375,,4670073,3600,1366400
1990-11-27,,2.237462043762207,0.4508666694164276,8.703071594238281,,4.769571781158447,0.8333330154418945,20.1875,,4.783599853515625,0.8333330154418945,20.3125,,4.6994309425354,0.8333330154418945,20.09375,,4.74151611328125,0.8333330154418945,20.28125,,5787469,1800,1368800
1990-11-28,,2.2506227493286133,0.4508666694164276,8.662651062011719,,4.797627925872803,0.8333330154418945,20.09375,,4.825684070587158,0.8333330154418945,20.21875,,4.755544185638428,0.8333330154418945,20.0,,4.797627925872803,0.8333330154418945,20.21875,,3981280,3600,2442800
1990-11-29,,2.224299430847168,0.4508666694164276,8.649178504943848,,4.74151611328125,0.8333330154418945,20.0625,,4.783599853515625,0.8333330154418945,20.1875,,4.727487087249756,0.8333330154418945,20.0,,4.783599853515625,0.8333330154418945,20.03125,,5436389,0,2171600
1990-11-30,,2.2966885566711426,0.4508666694164276,8.756959915161133,,4.895824909210205,0.8333330154418945,20.3125,,4.96596622467041,0.8333330154418945,20.375,,4.713459014892578,0.8333330154418945,20.0,,4.727487087249756,0.8333330154418945,20.03125,,7227431,3600,2305200
1990-12-03,,2.31643009185791,0.4508666694164276,8.851263046264648,,4.937910079956055,0.8333330154418945,20.53125,,4.994021892547607,0.8333330154418945,20.625,,4.881796836853027,0.8333330154418945,20.375,,4.96596622467041,0.8333330154418945,20.53125,,4821554,0,1951600
1990-12-04,,2.3559153079986572,0.4508666694164276,8.905149459838867,,5.022078990936279,0.8333330154418945,20.65625,,5.078190803527832,0.8333330154418945,20.75,,4.881796836853027,0.8333330154418945,20.40625,,4.937910079956055,0.8333330154418945,20.53125,,5437280,0,1837600
