Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,59081.4609375,59081.4609375,54432.05859375,58968.0625,41574.76171875,9700
2000-01-05,57720.66015625,57720.66015625,53865.05859375,55112.45703125,38856.3984375,9700
2000-01-06,57493.859375,57493.859375,53298.05859375,53298.05859375,37577.1796875,11111
2000-01-07,53865.05859375,55339.2578125,53241.35546875,53524.85546875,37737.08984375,8994
2000-01-10,53865.05859375,55225.859375,52844.45703125,52844.45703125,37257.37109375,7231
2000-01-11,54091.859375,54432.05859375,52844.45703125,52957.85546875,37337.3203125,5555
2000-01-12,52957.85546875,52957.85546875,51030.0546875,51030.0546875,35978.1484375,10317
2000-01-13,53184.65625,53184.65625,47854.8515625,47854.8515625,33739.515625,13492
2000-01-14,48988.8515625,53298.05859375,48762.05078125,52164.0546875,36777.66796875,92151
2000-01-17,54999.05859375,56700.05859375,52164.0546875,56700.05859375,39975.71875,13227
2000-01-18,54432.05859375,56700.05859375,51597.0546875,53865.05859375,37976.93359375,4409
2000-01-19,53865.05859375,54772.2578125,49555.8515625,49669.25390625,35018.7421875,9347
2000-01-20,49669.25390625,52164.0546875,49669.25390625,52164.0546875,36777.66796875,7583
2000-01-21,52164.0546875,52164.0546875,48988.8515625,51030.0546875,35978.1484375,4497
2000-01-24,49896.0546875,55679.4609375,49896.0546875,55679.4609375,39256.16015625,9876
2000-01-25,54999.05859375,54999.05859375,50349.65234375,50463.0546875,35578.390625,10405
2000-01-26,50576.453125,53865.05859375,50463.0546875,52164.0546875,36777.66796875,10846
2000-01-27,50122.8515625,55566.05859375,50122.8515625,55566.05859375,39176.2109375,8201
2000-01-28,56473.26171875,56473.26171875,52731.0546875,56019.66015625,39496.01171875,4761
2000-01-31,55566.05859375,57153.66015625,52164.0546875,57153.66015625,40295.53125,49206
2000-02-01,57834.0625,59535.0625,56926.859375,59421.6640625,41894.55859375,30246
2000-02-02,59421.6640625,60895.86328125,58060.86328125,58968.0625,41574.76171875,22486
2000-02-03,58968.0625,59535.0625,57834.0625,58401.0625,41174.984375,8553
2000-02-04,58401.0625,58401.0625,58401.0625,58401.0625,41174.984375,0
2000-02-07,58627.86328125,58968.0625,57834.0625,57834.0625,40775.24609375,17989
2000-02-08,57834.0625,59535.0625,57153.66015625,57493.859375,40535.38671875,48148
2000-02-09,56700.05859375,56700.05859375,54772.2578125,55792.859375,39336.10546875,15520
2000-02-10,55566.05859375,55566.05859375,51030.0546875,51030.0546875,35978.1484375,15343
2000-02-11,52731.0546875,52731.0546875,50463.0546875,52050.65625,36697.71484375,17019
2000-02-14,51030.0546875,54432.05859375,51030.0546875,54318.65625,38296.7421875,6525
2000-02-15,54318.65625,56133.05859375,52334.15625,54432.05859375,38376.69921875,7319
2000-02-16,54432.05859375,54432.05859375,51030.0546875,52164.0546875,36777.66796875,11199
2000-02-17,54432.05859375,55792.859375,51143.453125,52164.0546875,36777.66796875,46472
2000-02-18,53184.65625,59988.6640625,52277.45703125,59988.6640625,42294.31640625,104144
2000-02-21,59308.26171875,59988.6640625,55679.4609375,58968.0625,41574.76171875,17460
