Date,Open,High,Low,Close,Adj Close,Volume
1994-06-07,19.125,19.625,19.125,19.375,6.400363445281982,1595400
1994-06-08,19.375,19.375,19.125,19.25,6.35906982421875,162400
1994-06-09,19.25,19.25,19.125,19.25,6.35906982421875,76200
1994-06-10,19.25,19.25,19.0,19.125,6.317778587341309,110500
1994-06-13,19.125,19.125,19.0,19.125,6.317778587341309,51200
1994-06-14,19.125,19.25,19.125,19.25,6.35906982421875,28100
1994-06-15,19.25,19.5,19.125,19.25,6.35906982421875,96700
1994-06-16,19.25,19.25,19.125,19.125,6.317778587341309,19800
1994-06-17,19.125,19.25,19.0,19.0,6.276486873626709,56000
1994-06-20,19.0,19.125,19.0,19.125,6.317778587341309,43500
1994-06-21,19.125,19.125,19.0,19.0,6.276486873626709,34700
1994-06-22,19.0,19.125,19.0,19.0,6.276486873626709,29500
1994-06-23,19.0,19.125,18.75,18.75,6.1938982009887695,67900
1994-06-24,18.625,18.625,18.125,18.375,6.070023059844971,72500
1994-06-27,18.375,18.375,17.25,17.875,5.904849529266357,70100
1994-06-28,17.875,18.125,17.5,17.625,5.822266101837158,64700
1994-06-29,17.75,18.125,17.75,17.875,5.904849529266357,25100
1994-06-30,17.875,18.0,17.625,17.625,5.822266101837158,26100
1994-07-01,17.625,17.75,17.375,17.75,5.863561153411865,25500
1994-07-05,17.75,17.875,17.75,17.875,5.904849529266357,2900
1994-07-06,17.875,17.875,17.5,17.625,5.822266101837158,33600
1994-07-07,17.625,17.875,17.625,17.625,5.822266101837158,30500
1994-07-08,17.625,17.875,17.625,17.625,5.822266101837158,30200
1994-07-11,17.625,17.875,17.5,17.75,5.863561153411865,29300
1994-07-12,17.75,17.875,17.625,17.75,5.863561153411865,11700
1994-07-13,17.75,17.875,17.625,17.75,5.863561153411865,37800
1994-07-14,17.75,17.875,17.625,17.875,5.904849529266357,24600
1994-07-15,17.875,18.0,17.875,18.0,5.946145057678223,15000
1994-07-18,18.0,18.0,17.875,18.0,5.946145057678223,22900
1994-07-19,18.0,18.5,18.0,18.5,6.11131477355957,25700
1994-07-20,18.5,18.5,18.125,18.25,6.028729438781738,15900
1994-07-21,18.25,18.25,18.0,18.25,6.028729438781738,16000
1994-07-22,18.25,18.5,18.25,18.375,6.070023059844971,18800
1994-07-25,18.375,18.5,18.25,18.5,6.11131477355957,20100
1994-07-26,18.5,18.625,18.375,18.5,6.11131477355957,14200
1994-07-27,18.375,18.375,18.125,18.25,6.028729438781738,10100
1994-07-28,18.125,18.125,17.875,17.875,5.904849529266357,9200
1994-07-29,17.875,17.875,17.625,17.75,5.863561153411865,71400
1994-08-01,17.75,17.75,17.625,17.625,5.822266101837158,23500
1994-08-02,17.625,18.125,17.625,18.125,5.987436294555664,36700
1994-08-03,18.125,18.375,17.875,18.375,6.070023059844971,16300
1994-08-04,18.375,18.375,17.875,18.0,5.946145057678223,19800
1994-08-05,18.0,18.0,17.875,18.0,5.946145057678223,9100
1994-08-08,18.0,18.125,17.875,18.0,5.946145057678223,20100
1994-08-09,17.875,17.875,17.75,17.75,5.863561153411865,26700
1994-08-10,17.75,18.125,17.75,18.125,5.987436294555664,52600
1994-08-11,18.125,18.25,17.875,17.875,5.904849529266357,15800
1994-08-12,17.875,18.125,17.875,18.0,5.946145057678223,6100
1994-08-15,18.0,18.0,17.875,17.875,5.904849529266357,14400
1994-08-16,17.875,18.125,17.875,18.125,5.987436294555664,16800
1994-08-17,18.125,18.125,18.0,18.125,5.987436294555664,14500
1994-08-18,18.0,18.0,17.875,18.0,5.946145057678223,11500
1994-08-19,18.0,18.125,17.875,18.0,5.946145057678223,10300
1994-08-22,18.0,18.125,18.0,18.125,5.987436294555664,6500
1994-08-23,18.125,18.125,18.0,18.125,5.987436294555664,9600
1994-08-24,18.125,18.125,18.0,18.125,5.987436294555664,18300
1994-08-25,18.125,18.125,17.75,17.75,5.863561153411865,12800
1994-08-26,17.75,18.0,17.75,18.0,5.946145057678223,13400
1994-08-29,18.0,18.125,17.875,18.125,5.987436294555664,11900
1994-08-30,18.125,18.25,18.0,18.25,6.028729438781738,39400
1994-08-31,18.25,18.5,18.25,18.375,6.070023059844971,23900
1994-09-01,18.375,18.5,18.25,18.5,6.11131477355957,31400
1994-09-02,18.5,19.0,18.375,19.0,6.276486873626709,27800
1994-09-06,18.875,18.875,18.625,18.75,6.1938982009887695,8800
1994-09-07,18.75,18.875,18.625,18.75,6.1938982009887695,10800
1994-09-08,18.75,18.875,18.625,18.625,6.152608871459961,7100
1994-09-09,18.625,18.75,18.25,18.625,6.152608871459961,17800
1994-09-12,18.625,18.75,18.625,18.75,6.1938982009887695,9300
1994-09-13,18.75,18.75,18.5,18.5,6.11131477355957,11400
1994-09-14,18.5,18.625,18.375,18.375,6.070023059844971,7800
1994-09-15,18.375,18.625,18.25,18.625,6.152608871459961,8700
1994-09-16,18.625,18.625,18.25,18.25,6.028729438781738,10700
1994-09-19,18.25,18.5,18.125,18.5,6.11131477355957,7200
