Date,Open,High,Low,Close,Adj Close,Volume
1987-01-02,3.6186280250549316,3.6776270866394043,3.608794927597046,3.6776270866394043,1.657474160194397,1796206
1987-01-05,3.6874608993530273,3.7366271018981934,3.657960891723633,3.7169599533081055,1.6752002239227295,4819119
1987-01-06,3.7366271018981934,3.815293073654175,3.7169599533081055,3.7562930583953857,1.6929279565811157,10510282
1987-01-07,3.7366271018981934,3.8054590225219727,3.7267940044403076,3.795625925064087,1.710654616355896,6727190
1987-01-08,3.834959030151367,3.834959030151367,3.7759599685668945,3.834959030151367,1.7283819913864136,6064895
1987-01-09,3.815293073654175,3.834959030151367,3.7759599685668945,3.7857930660247803,1.7062240839004517,4875052
1987-01-12,3.7857930660247803,3.7857930660247803,3.7366271018981934,3.7464599609375,1.688496470451355,4828018
1987-01-13,3.7169599533081055,3.7464599609375,3.7169599533081055,3.7464599609375,1.688496470451355,4155553
1987-01-14,3.7759599685668945,3.8742918968200684,3.7464599609375,3.8054590225219727,1.7150874137878418,9703070
1987-01-15,3.8742918968200684,3.9136250019073486,3.834959030151367,3.9136250019073486,1.7638360261917114,10797573
1987-01-16,3.9234580993652344,3.9627909660339355,3.8742918968200684,3.8742918968200684,1.7461086511611938,8206867
1987-01-19,3.8644590377807617,3.8742918968200684,3.815293073654175,3.834959030151367,1.7283819913864136,4946239
1987-01-20,3.89395809173584,3.9136250019073486,3.8742918968200684,3.9136250019073486,1.7638360261917114,6311508
1987-01-21,3.8644590377807617,3.933290958404541,3.8644590377807617,3.89395809173584,1.7549724578857422,7271264
1987-01-22,3.903791904449463,3.933290958404541,3.795625925064087,3.854625940322876,1.737246036529541,14491680
1987-01-23,3.8742918968200684,3.933290958404541,3.815293073654175,3.8251259326934814,1.7239505052566528,13474720
1987-01-26,3.815293073654175,3.815293073654175,3.7759599685668945,3.7759599685668945,1.701791763305664,6171676
1987-01-27,3.7857930660247803,3.9234580993652344,3.7562930583953857,3.8644590377807617,1.741676926612854,8545006
1987-01-28,3.89395809173584,3.9136250019073486,3.8742918968200684,3.884124994277954,1.7505406141281128,8204325
